,F1Score_class0,Recall_class0,Precision_class0,F1Score_class1,Recall_class1,Precision_class1,F1Score_class2,Recall_class2,Precision_class2,F1Score_class3,Recall_class3,Precision_class3,F1Score_class4,Recall_class4,Precision_class4,F1Score_class5,Recall_class5,Precision_class5,F1Score_class6,Recall_class6,Precision_class6
0,0.7027664874786941,0.7995226727925052,0.6269005847953216,0.9771102873479673,0.9727091285072466,0.9815514545266476,0.9632158365673124,0.9653143121392881,0.9611264648542108,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
1,,0.0,,0.9880476193871464,0.9873225320689717,0.9887737724881316,0.9557006666514983,0.9664979291079959,0.9451419828090545,,0.0,0.0,0.919729642742195,0.8779648518031258,0.9656663963233306,,0.0,,,0.0,
2,0.9811845199914476,0.9785691437276288,0.9838139136027442,0.9880973931933381,0.9932849876664273,0.9829637033235186,0.9273766090727611,0.9052546700306744,0.9506068303697431,,0.0,0.0,0.8991386217948717,0.8440203083072564,0.9619588512644663,,0.0,,,0.0,
3,0.982513718868721,0.9807542399559597,0.9842795221482187,0.9762712876608706,0.9670978683030595,0.9856204027493066,0.9019812506040399,0.8769615304941278,0.9284705226924531,0.7755401549123522,0.9064227175707218,0.6776859504132231,,0.0,0.0,0.09913573970513472,0.1616915421544846,0.0714809384164223,0.5987538037965513,0.6742819842241706,0.5384414907479802
4,0.9829450498468482,0.9869567518819866,0.9789658286602398,0.9819036775799987,0.9747128549023734,0.9892013875937186,0.91276518491623,0.9236793482631293,0.9021059322902782,,0.0,0.0,,0.0,0.0,0.36001769128704114,0.41277890445599447,0.3192156862745098,0.6358802795865942,0.5747920941165577,0.7114973262032086
5,0.9907858435432674,0.993645126728625,0.9879429687037804,0.9828337632304545,0.9797422819615978,0.9859448159824608,0.939622415103396,0.9647829479451973,0.915740849023506,,0.0,0.0,,0.0,0.0,0.487337440109514,0.3600323623867248,0.7539178314273612,0.8037921110546808,0.7850529099231063,0.8234477974332293
6,0.9831897182981519,0.9789004926031221,0.9875166974111061,0.9185474043382891,0.9432375612938423,0.8951168535056052,0.8614023104564488,0.8870065135351516,0.8372348102179247,,0.0,0.0,0.8864522789843989,0.8442894602512148,0.933047573049988,,0.0,0.0,0.7562237506847648,0.8071725570676751,0.7113248597274705
7,0.9877422717866904,0.9871185691352847,0.9883667630834401,0.9855094045276463,0.9887802726245142,0.9822601050258324,0.9290092694109439,0.9352079465977222,0.9228922223872469,,0.0,0.0,,0.0,0.0,0.4297951582867784,0.4418070440721232,0.4184191443074692,0.8523352922981751,0.8071943288530555,0.90282419238582
8,0.9856543351562123,0.9851026781876524,0.9862066103125303,0.9789479861218082,0.9823201654560004,0.9755988800923997,0.9309763976139989,0.9121941747218565,0.9505483387964874,,0.0,0.0,,0.0,0.0,0.48488406222483127,0.5308483288782622,0.44624527282549975,0.9264950334482059,0.9119278502369637,0.9415351654237567
9,0.9788513025525799,0.9870529211701357,0.9707848584823754,0.9852901742961119,0.9836999755156675,0.9868855226606504,0.9359756838905775,0.9264465196434751,0.9457029138617267,,0.0,0.0,,0.0,0.0,0.6965682856921527,0.6659754109515663,0.7301071776550828,0.9294879832810867,0.9288021384159714,0.9301748417500906
10,0.9673386227565729,0.9738190574724357,0.9609438680353122,0.9834587067861715,0.988449999589891,0.9785175689340797,0.8561698717948717,0.8408971667864049,0.8720076169749728,,0.0,0.0,,0.0,0.0,0.6885805763073639,0.6210414861275347,0.7726020835828045,0.9121363647560164,0.9086670592631364,0.9156322634884526
11,0.9607285738875531,0.9648503389143434,0.9566418747662775,0.9731752126166296,0.9924322162239767,0.9546513040660943,0.7606906941708192,0.7747875353497964,0.7470976553608013,,0.0,0.0,,0.0,0.0,0.762861981841908,0.6745887551841596,0.8777153079478661,0.8979859952441636,0.8850675920421333,0.9112870970322374
12,0.993882301044188,0.9900551016692971,0.9977392044097168,,0.0,0.0,0.9442005959519776,0.9288007783768232,0.9601196912167769,0.8544552967693464,0.8661954666788816,0.8430291170017198,0.8906737069788154,0.8994282410092693,0.8820879536290323,0.39960435212660733,0.7523277453401718,0.27205387205387205,,0.0,0.0
13,0.9935517508896574,0.991244727715474,0.9958695378415817,,0.0,0.0,0.9551700613975246,0.9408658922733826,0.9699158832261257,0.8645360370288737,0.8954433384261307,0.8356911539117096,0.9172706696167442,0.9213242055552947,0.91325264597154,0.45582047685834504,0.8145363388106859,0.31645569620253167,,0.0,0.0
14,0.9937751715694172,0.9925152205468296,0.9950383255477844,,0.0,0.0,0.9598003273023158,0.9598617561906181,0.9597389062585706,0.8379515680825724,0.9159868076868621,0.7721685689201053,0.9159717314487632,0.8920574469832968,0.9412035243996901,0.6209048361934477,0.7297396403631318,0.5403203909856096,,0.0,0.0
15,0.9920837917284125,0.9876996219984127,0.9965070556082325,,0.0,0.0,0.9572797598429742,0.9496359322433178,0.965047639634846,0.7601921024546425,0.7593007141286322,0.7610855860668875,0.8729609146256448,0.9056872151955041,0.8425172127654803,0.6253117206982544,0.5513008426985524,0.7222755640902544,,0.0,0.0
16,0.9931546163821511,0.9887753806141526,0.9975728155339806,,0.0,0.0,0.9671224174736484,0.9610246623464325,0.9732980479029453,0.8778558165819004,0.9205113010310242,0.838978473883188,0.8902729388342592,0.8853542379900109,0.8952465979493006,0.5732843829426716,0.6563207240037761,0.5088994735522687,,0.0,0.0
17,0.9854083070578171,0.9791647846180828,0.9917319625359751,0.931830470407187,0.9697861656789502,0.8967339097022095,0.8966945279159617,0.9317030934082412,0.8642215678162039,,0.0,0.0,0.8613946050395904,0.7916190398270816,0.9446596029716234,,0.0,0.0,0.7686495485688672,0.8489391795121727,0.7022347022347022
18,0.9902457801923245,0.9831905503563575,0.9974029964300345,,0.0,0.0,0.9329612767415675,0.9256114856152622,0.9404287236982354,0.8903640088244562,0.8900834908282103,0.8906447036569988,0.8615726363986671,0.8756450423683274,0.8479453888368358,0.587378640776699,0.6808377615877343,0.5164809105999526,,0.0,0.0
19,0.994487277189996,0.9934155890312979,0.9955612800951155,,0.0,0.0,0.9371135190333012,0.9172103611727919,0.9578996201687494,0.872997508009968,0.9436721342564014,0.8121713930863176,0.8948564933219665,0.861475329734021,0.9309289017463099,0.5657575757575757,0.7654776544626988,0.4486902186974285,,0.0,0.0
20,0.995094315328655,0.9933293060615057,0.9968656081107227,,0.0,0.0,0.9226232346734484,0.9418880847957859,0.9041306537992471,0.8731917513080948,0.9429724595943507,0.813027102268075,0.9377850337633271,0.9079777365356887,0.9696157991504469,,0.0,0.0,,0.0,0.0
21,0.9946795308313552,0.992298706074738,0.9970718076962335,,0.0,0.0,0.9504373177842566,0.9545602428720008,0.9463498548543168,0.8772247048794979,0.9199263191613433,0.8383115280177734,0.954598928477764,0.9403584398573865,0.9692773559352983,,0.0,0.0,,0.0,0.0
22,0.9917376536985284,0.9906245603200783,0.9928532512899401,,0.0,0.0,0.9569164660840348,0.9840194026052687,0.9312665073575651,0.8207842935704374,0.8802778083033538,0.7688234161371077,0.9513200812357683,0.9282969012591837,0.9755143253817998,,0.0,0.0,,0.0,0.0
23,0.9909766759412959,0.9845492408908736,0.9974885829210026,,0.0,0.0,0.9529740495229037,0.953285756736447,0.9526625460596696,0.7586788178896907,0.8343181553893734,0.6956143740340031,0.960492379007469,0.9569153654315234,0.9640962351405793,,0.0,0.0,,0.0,0.0
24,0.9888580686601333,0.9808019475596278,0.9970476286958913,,0.0,0.0,0.9691778219283674,0.9588202440075868,0.979761617314573,0.8683239775461106,0.8937364399163411,0.8443167134518558,0.9424318029074102,0.9494685291158946,0.9354986109080274,,0.0,0.0,,0.0,0.0
25,0.9915014378403297,0.9850728337514261,0.9980144994789012,,0.0,0.0,0.9709169546676367,0.9659776401317868,0.9759070409945964,0.8842767468373556,0.8818662502155594,0.8867004572750813,0.9128830677704245,0.9264702440634089,0.8996886575915278,,0.0,0.0,,0.0,0.0
26,0.9879380424036032,0.9774367446238194,0.9986674365921911,,0.0,0.0,0.9656292286874154,0.9617649498017383,0.9695246854228502,0.9071899670230837,0.925620045348688,0.889479485609308,0.908571892418421,0.9156327543174643,0.9016190962059984,,0.0,0.0,,0.0,0.0
27,0.9880919055104544,0.9868551224504972,0.9893317924658479,0.964938379110579,0.9692875886633957,0.9606280251402702,0.9481922413501539,0.9378579457135116,0.9587568225654214,,0.0,0.0,,0.0,0.0,0.8231635326979008,0.8687169512630695,0.7821495020247345,0.8486325480639048,0.8089233037751531,0.8924416239524856
